SPILLNO-------,S,OWNCO--------------------,OWNSTREET-----------,OWNCITY-------------,OS,OZIP,TY,DIDATE----,SPLOC     -------------------------,SPCITY-------------------,SPCOUN-------------------,MATERIAL----------------------,SFM_ID--,FAC_NAME-----------------
AP8829,5,LINCOLN TELEPHONE & TELEG,1440 M,LINCOLN,NE,68508,14,1995-07-10,401 S 21ST ST,LINCOLN,LANCASTER,HEATING OIL,8829,LINCOLN TELEPHONE & TELEG
AP8841,5,CLARKSON HIGH SCHOOL,PO BOX 140,CLARKSON,NE,68629,14,1998-08-15,6TH & MAPLE,CLARKSON,COLFAX,HEATING OIL,8841,CLARKSON HIGH SCHOOL
AP8843,5,WAYNE PUBLIC SCHOOLS,611 W 7TH,WAYNE,NE,68787,14,1998-06-17,612 W 4TH,WAYNE,WAYNE,HEATING OIL,8843,WAYNE WEST ELEMENTARY SCH
AP8844,5,WAYNE PUBLIC SCHOOLS,611 WEST 7TH,WAYNE,NE,68787,14,1998-06-17,312 DOUGLAS,WAYNE,WAYNE,HEATING OIL,8844,WAYNE MIDDLE SCHOOL
AP8858,5,WHEATLAND PUBLIC SCHOOLS,10 WHEATLAND AVE,MADRID,NE,69150,14,1998-08-11,10 WHEATLAND AVE,MADRID,PERKINS,DIESEL,8858,WHEATLAND PUBLIC SCHOOLS
AP8863,5,FREMONT HOUSING AUTHORITY,2600 NORTH CLARKSON,FREMONT,NE,68025,14,1997-11-19,2510 N CLARKSON,FREMONT,DODGE,HEATING OIL,8863,GIFFORD TOWERS
AP8884,5,NEBR DEPT OF ROADS,PO BOX 94759,LINCOLN,NE,68509,7,1995-09-18,1500 E HWY 2 BLDG 00201 SW CRN,LINCOLN,LANCASTER,DIESEL,8884,NDOR BLDG 00200 SW CRNR
AP8911,5,LANCA CNTY PUB BLDG COMSN,555 S 10TH ST,LINCOLN,NE,68508,14,1994-06-17,1145 SOUTH ST (LOMR PWR PLNT),LINCOLN,LANCASTER,HEATING OIL,8911,LOMR POWER PLANT
AP8919,5,LINCOLN BENEFIT LIFE PLAZ,PO BOX 5688,LINCOLN,NE,68505,14,1997-09-27,206 S 13TH,LINCOLN,LANCASTER,HEATING OIL,8919,LINCOLN BENEFIT LIFE PLZ
AP8926,5,LINCOLN MANOR,2626 N 49TH,LINCOLN,NE,68504,14,1993-10-07,2626 N 49TH,LINCOLN,LANCASTER,HEATING OIL,8926,LINCOLN MANOR
AP9265,5,WEST LAWN ELEMENTARY SCHO,,,,,7,1995-09-01,1804 W STATE ST,GRAND ISLAND,HALL,,9265,WESTLAWN ELEMENTARY SCHOO
AP9700,5,"HIETBRINK, WAYNE",505 RUSSELL,FIRTH,NE,68358,14,1987-06-30,505 RUSSELL,FIRTH,LANCASTER,FUEL OIL,9700,"HEITBRINK, WAYNE"
010102-ML-1027,5,FARMLAND INDUSTRIES,21178 SW 89TH ROAD,BEATRICE,NE,68310,9,2002-01-01,21178 SW 89TH RD,BEATRICE,GAGE,14% SOLN- AQUA AMMONIA,NONE,BEATRICE NITOGEN PLANT/FL
010109-SM-1124,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2009-01-01,SOUTH MORRILL YARD MP 160.76,MORRILL,SCOTTS BLUFF,DIESEL FUEL,NONE,UPRR MORRILL YARD
010196-SM-0532,5,CLARK & REID CO.,1 DUNHAM RD,BILLERICA,MA,1821,1,1996-01-01,"MM 224, I-80 WESTBOUND",COZAD,DAWSON,DIESEL,,
010197-JB-1549,5,"CARGILL, INC.",PO BOX 300,BLAIR,NE,68008,9,1997-01-01,650 INDUSTRIAL ROAD,BLAIR,WASHINGTON,SODIUM HYDROXIDE,,"CARGILL, INC."
01020-BTB-0900,5,MONROE AUTO EQUIP,121 MERIDIAN AV,COZAD,NE,69130,6,1989-12-26,121 MERIDIAN AV,COZAD,DAWSON,DILUTE SULFRIC ACID,NONE,MONROE AUTO EQUIP
01020-BTB-1500,5,FEED SERVICE CORP.,EAST HWY. 33,CRETE,NE,68333,6,1990-01-02,,CRETE,SALINE,97% PHOSPHORIC ACID,,
010202-JB-0930,2,FORMER CONTECH PROPERTY,,,,,7,2001-12-14,7TH & MAPLE STREETS,WAHOO,SAUNDERS,GASOLINE,NONE,CONTECH CONSTRUCTION PROD
010207-ML-1007,5,KOCH NITROGEN,1101 W HIGHWAY 34,AURORA,NE,68818,9,2007-01-02,1101 W HIGHWAY 34,AURORA,HAMILTON,ANHYDROUS AMMONIA,,ELSIE STUCKY-GREGG
010209-KM-1033,R,UPRR,,,,,2,2009-01-02,SOUTH MORRILL MP 120,BAYARD,MORRILL,COAL,NONE,SOUTH MORRILL MP 120
010213-JB-1235,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2013-01-02,BAILEY: E RUN THRU,NORTH PLATTE,LINCOLN,DIESEL FUEL,NONE,BAILEY: EAST RUN THRU
010213-JK-1620,5,UPRR,1400 DOUGLAS ST,OMAHA,NE,68179,2,2013-01-02,"S MORRILL YD, 90624 CO RD F",MITCHELL,SCOTTS BLUFF,LUBE OIL,NONE,UPRR S MORRILL YARD
010213-NH-1340,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2013-01-02,BAILEY YARD: WEST RUN-THRU,NORTH PLATTE,LINCOLN,DIESEL FUEL,NONE,BAILEY: WEST RUN THRU
010215-BG-0105,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2015-01-02,MORRILL YD: DIESEL SHOP,MORRILL,SCOTTS BLUFF,ENGINE OIL,NONE,MORRILL YARD: DIESEL SHOP
01025-MBS-1445,5,CKB MORTURARY,,,,,10,,4425 S 24TH ST,OMAHA,DOUGLAS,,5196,CROSBY-KUNOLD-BURKETT MOR
01026-BHI-1300,5,WHITEHEAD OIL CO,2537 RANDOLH ST,LINCOLN,NE,60510,7,1986-01-02,48 & NORMAL,LINCOLN,LANCASTER,GASOLINE,2954,PHILLIPS 66
01026-WCS-1054,5,BNRR,500 W KANSAS,ALLIANCE,NE,69301,2,1986-01-02,ALLIANCE YARDS,ALLIANCE,BOX BUTTE,DIESEL OIL,NONE,BNRR: ALLIANCE YARD
010290-99-0000,5,MARTIN STANDARD,311 4TH ST,DAVID CITY,NE,68632,7,1989-11-17,311 4TH ST,DAVID CITY,BUTLER,WASTE OIL,91,MARTIN STANDARD
010290-99-0001,5,K-MART CORPORATION,23008 W. HIGGINS RD,HOFFMAN ESTATES,IL,60195,7,1989-10-12,1230 N WASHINGTON ST,PAPILLION,SARPY,WASTE OIL,441,K-MART #7494
010290-99-0002,5,OLSON OIL CO INC,P.O. BOX 2376,KEARNEY,NE,68848,7,1989-08-18,2219 1ST AVE,KEARNEY,BUFFALO,UNKNOWN,1065,OLSON OIL CO INC
010290-99-0003,5,BEATRICE PUBLIC SCHOOLS,213 N 5TH ST,BEATRICE,NE,68310,7,1989-10-19,513 N 5TH ST,BEATRICE,GAGE,DIESEL & GAS,1739,BEATRICE PUBLIC SCHOOL
010290-99-0004,5,CANON BROS FORD,1515 E 20TH,SCOTTSBLUFF,NE,,7,1989-11-09,1515 E 20TH,SCOTTSBLUFF,SCOTTS BLUFF,WASTE OIL,2094,CANON BROS FORD
010290-99-0005,5,CUMING COUNTY HWY DEPT,200 S LINCOLN,WEST POINT,NE,68788,7,1989-10-23,CUMING COUNTY HWY DEPT,BEEMER,CUMING,GASOLINE & DIESEL,7420,CUMING COUNTY HWY DEPT
010290-99-0010,5,ARTHUR RANCH SUPPLY,,ARTHUR,NE,69121,7,1989-10-27,ARTHUR RANCH SUPPLY,ARTHUR,ARTHUR,DIESEL,3405,ARTHUR RANCH SUPPLY
010290-99-0012,5,CO-OP OIL,MAIN STREET,NAPONEE,NE,68920,7,1989-11-15,CO-OP OIL,NAPONEE,FRANKLIN,GASOLINE,4003,CO-OP OIL
010290-99-0013,5,FLOYD L JENSEN,RR 1 BOX 167,SARGENT,NE,68874,7,1989-11-30,FLOYD L JENSEN,SARGENT,CUSTER,DIESEL,4279,FLOYD L JENSEN
010290-99-0014,5,GARDEN COUNTY HOSPITAL,NORTH HIWAY 27,OSHKOSH,NE,69154,7,1989-11-13,GARDEN CO HOSPITAL,OSHKOSH,GARDEN,DIESEL,4830,GARDEN COUNTY HOSPITAL
010291-EP-1530,9,POLAND OIL INC,1013 S ADAMS,GRAND ISLAND,NE,68803,6,1991-01-02,1013 S ADAMS,GRAND ISLAND,HALL,DIESEL FUEL,5207,POLAND OIL
010291-NH-1530,5,COOP BUSNINESS ASSOCIAT,BOX 98,HARDY,NE,68943,6,1991-01-02,RAILROAD STREET,HARDY,NUCKOLLS,103040 LIQ FERTILIZER,,
010292-NH-1700,5,INDIVIDUAL,1210 HIGHLAND DR,SUPERIOR,NE,68978,6,1992-01-02,S OF RR TRACKS,SUPERIOR,NUCKOLLS,GASOLINE,,
010296-GW-0900,5,CITY OF YORK,100 E 4TH,YORK,NE,68467,7,1995-12-29,814 E NOBES RD,YORK,YORK,DIESEL,11426,WASTE WATER TREATMENT PLA
010297-KM-1000,5,OFFUTT A F B,55 CES/CEV,OFFUTT A F B,NE,68113,5,1997-01-01,SE CRNR OF BASE,OFFUTT AFB,SARPY,JP-8,,OFFUTT AFB
010298-GW-1017,5,"HOLMES FREIGHT LINES, INC",7878 I ST,OMAHA,NE,68127,7,1997-12-12,S TOM OSBORNE EXPRESSWAY,GRAND ISLAND,HALL,GASOLINE & DIESEL,3958,HOLMES FREIGHT LINES
010298-KM-1308,5,SAFETY KLEEN,"13915 A"" PLAZA""",OMAHA,NE,68144,1,1998-01-02,17801 STORAGE ROAD,OMAHA,DOUGLAS,MINERAL SPIRITS,,
010298-99-0000,5,US WEST BUSINESS RES INC,925 HIGH 8  NO 10,DES MOINES,IA,50309,7,1997-09-04,918 N 43RD AVE,OMAHA,DOUGLAS,GASOLINE,5562,U S WEST
010299-JB-1405,5,WERNER ENTERPRISES,14507 FRONTIER ROAD,OMAHA,NE,68138,1,1999-01-02,3616 D STREET,OMAHA,DOUGLAS,DIESEL FUEL,,
010301-99-0000,5,WILSON CONCRETE,409 S 17 STE 500,OMAHA,NE,68102,7,2000-02-14,"802 ALLIED RD, HWY 73/75",LA PLATTE,SARPY,DIESEL,3062,WILSON CONCRETE
010306-NH-1300,5,T & J TRUCKING,302 W 1ST ST,BIG SPRINGS,NE,69122,1,2006-01-03,"I-80 WB, MM 390-391",LINCOLN,LANCASTER,DIESEL FUEL,NONE,TRK ACCDT: I-80 MM 290 WB
010308-JB-1400,5,MIDWEST RENEWABLE ENERGY,27532 WEST HWY 30,SUTHERLAND,NE,69165,2,2007-12-31,27532 WEST HWY 30,SUTHERLAND,LINCOLN,ETHANOL W/5% DENATURED MIX,NONE,MIDWEST RENEWABLE ENERGY
010308-NH-1430,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,6,2008-01-03,17504 S HWY 83,NORTH PLATTE,LINCOLN,DIESEL FUEL,NONE,NUSTAR PIPELINE TERMINAL
010310-NH-0635,5,BEEF PRODUCTS INC,360 164TH ST,SOUTH SIOUX CITY,NE,68776,9,2010-01-03,360 164TH ST,SOUTH SIOUX CITY,DAKOTA,AMMONIA (AS REFRIGERANT),NONE,BEEF PRODUCTS INC
010310-NH-1625,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2010-01-03,"MP 453 SIDNEY SUB, 3 MI E BUSH",BUSHNELL,KIMBALL,DIESEL FUEL,NONE,UPRR MP453 SIDNEY SUB
010312-SM-1420,5,MUNICIPAL ENERGY AGENCY,1111 O ST,LINCOLN,NE,68508,15,2011-12-14,ABOUT 1 MI W ON N SIDE HWY 30,KIMBALL,KIMBALL,MINERAL OIL (NON-PCB),NONE,TRNSFRMR HWY 30 KIMBALL
010312-TH-1315,2,,,,,,7,2011-04-19,4443 S 84TH ST,OMAHA,DOUGLAS,UNKNOWN PETROLEUM,NONE,KUM & GO #366 TANK SITE
010313-NH-2015,5,SHARKEY TRANSPORTATION,3803 DYE RD,QUINCY,IL,62305,1,2013-01-03,"I-8O MM 420, CUBBYS TRUCK STOP",GREENWOOD,CASS,DIESEL FUEL,NONE,CUBBYS TRUCK PLAZA
010314-BR-1507,5,UNKNOWN,,,,,8,2014-01-03,OUTFALL: 144TH & BLONDO,OMAHA,DOUGLAS,PETROLEUM,NONE,OUTFALL @ 144TH & BLONDO
01033-S-1005,5,ZIEGLER OIL CO.,,MONROE,NE,68647,8,1983-02-28,1 BLK N. OF MAIN STREET,MONROE,PLATTE,GASOLINE,,ZIGLER OIL CO
01035-WCS-1000,5,LINCOLN PUBLIC WORKS DEPT,555 S 10 ST,LINCOLN,NE,68508,7,1985-01-03,"22 & M, NW CORNER",LINCOLN,LANCASTER,GASOLINE,NONE,MAINTENENCE SHOP
01039-BHI-1400,5,FARMERS COOP S SIOUX CITY,412 W 29TH BOX 445,SOUTH SIOUX CITY,NE,68776,8,1989-01-03,,SOUTH SIOUX CITY,DAKOTA,FERTILIZER,,
010391-EP-1145,5,UNOCAL PIPELINE,PO BOX 304,BRUSH,CO,80723,4,1990-12-30,SINGLETON UNIT,DIX,BANNER,CRUDE OIL,,
010391-RF-1130,5,WYNNE TRANSPORT,2222 N 11TH,OMAHA,NE,68110,1,1991-01-03,CENTRAL SOYA CO,HUMBOLDT,RICHARDSON,UREA,,
010391-99-0000,5,NEBRASKA SCHOOL FOR DEAF,3223 NORTH 45TH,OMAHA,NE,68104,14,1990-08-24,3223 NORTH 45TH,OMAHA,DOUGLAS,HEATING OIL,4309,NE SCHOOL FOR DEAF
010391-99-0001,5,OMAHA PUBLIC SCHOOLS,4041 NORTH 72ND ST.,OMAHA,NE,68134,14,1990-07-09,2504 MERETITH AVE,OMAHA,DOUGLAS,#2 DIESEL OIL,8610,OMAHA PUBLIC SCHOOLS
010391-99-0002,5,CITY OF OMAHA,11000 J PERSHING DR,OMAHA,NE,68112,7,1990-11-09,11000 J PERSHING DR,OMAHA,DOUGLAS,GASOLINE,301,CITY OF OMAHA
010391-99-0003,5,DYER FEED STORE,147 DELINGER AVE,HYANNIS,NE,69350,7,1990-11-14,WEST HWY 2,HYANNIS,GRANT,GASOLINE,1364,DYER FEED STORE
010391-99-0004,5,BERNADETTE M HARRIS,RR 1 BOX 106,SHELBY,NE,68662,7,1990-11-19,RR 1 BOX 106,SHELBY,POLK,GASOLINE,1897,SEDLAK AERIAL
010391-99-0005,5,BURDETTE WEEDLUN,306 N TOWER,MINDEN,NE,68959,7,1990-12-10,202 E $TH ST,MINDEN,KEARNEY,WASTE OIL,2366,BURDETTE WEEDLUN
010391-99-0006,5,HAPPY ESTATES INC,BOX 764,HEMINGFORD,NE,69348,7,1990-11-13,BOX 764,HEMINGFORD,BOX BUTTE,GAS & DIESEL,5332,HAPPY ESTATES INC
010391-99-0007,5,THE OMAHA HOME FOR BOYS,4343 N. 52ND STREET,OMAHA,NE,68104,7,1990-12-05,8705 MORMAN BRIDGE ROAD,OMAHA,DOUGLAS,"GASOLINE, DIESEL",6921,THE OMAHA HOME FOR BOYS
010391-99-0008,5,MILLER SEED & SUPPLY,4TH & YORK AVE,YORK,NE,68467,7,1990-12-08,4TH & YORK AVE,YORK,YORK,GASOLINE,6450,MILLER SEED & SUPPLY
010391-99-0009,5,KASCHKE CO,3211 RODEO RD,NORTH PLATTE,NE,69101,7,1990-11-07,3211 RODEO RD,NORTH PLATTE,LINCOLN,GASOLINE,7096,KASCHKE CO
010391-99-0010,5,AIR PRODUCTS,7201 HAMILTON BLVD,ALLENTOWN,PA,18195,7,1990-09-10,550 N 13TH ST,OMAHA,DOUGLAS,DIESEL,4255,AIR PRODUCTS
010391-99-0011,5,MID PLAINS COMM COLLEGE,RR 4 BOX 1,NORTH PLATTE,NE,69101,7,1990-10-02,I-80 & HWY 38,NORTH PLATTE,LINCOLN,GASOLINE,4034,MID PLAINS COMM COLLEGE
010392-RA-0800,5,MONFORT INC,555 S STUHR RD,GRAND ISLAND,NE,68802,9,1992-01-03,MONFORT INC,GRAND ISLAND,HALL,TALLOW,,
010394-CT-1215,5,ANGLO AMERICAN AUTO AUCTI,435 METROPLEX DR,NASHVILLE,TN,37211,7,1993-10-19,9201 S 144TH ST,OMAHA,DOUGLAS,GASOLINE,7984,OMAHA AUTO AUCTION INC
010394-CT-1720,5,BUDKE MOTORS,401 EAST B ST,MC COOK,NE,69001,7,1993-12-14,401 EAST B ST,MC COOK,RED WILLOW,GASOLINE,6202,BUDKE MOTORS
010394-DB-0705,5,"KWIK STOP, INC",113 WEST B,NORTH PLATTE,NE,69101,7,1993-12-11,217 EAST 1ST,OGALLALA,KEITH,GASOLINE,686,KWIK STOP
010394-TH-1308,5,WELCH IMPLEMENT,BOX 569,YORK,NE,68467,7,1994-01-26,N HWY 281,YORK,YORK,"GASOLINE, DIESEL",3562,PLAINS POWER & EQUIPMENT
010395-CT-0940,6,THE CLEAN MACHINE,"W 14, RR2, BOX 11",IMPERIAL,NE,69033,7,1994-12-09,HWY 6 AND HOLLAND ST,IMPERIAL,CHASE,DIESEL AND GASOLINE,128,THE CLEAN MACHINE
010395-CT-1135,5,ROSS TRANSFER INC,PO BOX 271,CHADRON,NE,69337,7,1994-08-04,1624 IZARD STREET,OMAHA,DOUGLAS,DIESEL,2439,ROSS TRANSFER INC
010395-CT-1340,8,JERRY CO INVESTMENTS,3235 S 39TH ST,LINCOLN,NE,68506,7,1994-10-21,2400 N ST,LINCOLN,LANCASTER,GAS,3124,JERRYCO MOTORS INC
010395-NH-1430,5,USAF,106 PEACEKEEPER DR,OFFUTT A F B,NE,68113,10,1995-01-03,SE SIDE OF BLDG 321,OFFUTT AFB,SARPY,DIESEL,,
010395-NH-1600,5,VALMONT INDUSTRIES,P.O. BOX 358,VALLEY,NE,68064,9,1995-01-03,BUILDING 517,VALLEY,DOUGLAS,HYDRAULIC OIL,,
010395-TH-1336,5,FOREMAN INC,5500 HAVELOCK AVE,LINCOLN,NE,68504,7,1994-10-18,5501 SUPERIOR AVE,LINCOLN,LANCASTER,GASOLINE,3921,FAST FUEL #1 (WAS PETRO)
010395-TH-1342,5,COASTAL MART,9 GREENWAY PLAZA,HOUSTON,TX,77046,13,1994-10-25,4625 N 90 ST,OMAHA,DOUGLAS,GASOLINE,3653,COASTAL MART STORE
010396-DB-1238,5,ARCADIAN FERTILIZER,CS 7354,LAPLATTE,NE,69123,9,1996-01-03,HWY 75,LA PLATTE,SARPY,NITROGEN OXIDES,,
010399-JB-0200,5,UPRR,4601 W. FRONT STREET,NORTH PLATTE,NE,69101,2,1999-01-03,NEAR BUFFALO BILL OVERPASS,NORTH PLATTE,LINCOLN,DIESEL FUEL,,
01040-BTB-1130,5,OPPD,444 SO 16TH,OMAHA,NE,68102,9,1990-01-04,10407 STATE STREET,IRVINGTON,DOUGLAS,DIESEL FUEL,,OPPD
01040-JHB-1130,6,TEXACO USA,P.O. BOX 1650,TULSA,OK,74102,7,1989-12-22,NW QUAD I-80 & 83,NORTH PLATTE,LINCOLN,GASOLINE?,NONE,I-80 TEXACO STATION
010400-QK-1650,5,NORDER AGRI SUPPLY,BOX 405,SHICKLEY,NE,68435,6,2000-01-04,EAST HWY 74,SHICKLEY,FILLMORE,GASOLINE,,NORDER AGRI SUPPLY
010400-99-0000,5,NEBR DEPT OF ROADS,BOX 94847,LINCOLN,NE,68509,7,1991-09-23,3305 OLD POTASH HWY,GRAND ISLAND,HALL,GASOLINE AND DIESEL,783,NDOR - GRAND ISLAND
010400-99-0001,5,NEBRASKA DEPT OF ROADS,P.O. BOX 94759,LINCOLN,NE,68512,7,1993-06-09,W OF HWY 281 S EDGE OF MAIN,SPENCER,BOYD,DIESEL,821,NDOR YARD    SPENCER
010400-99-0002,5,NEBR DEPT OF ROADS,PO BOX 94759,LINCOLN,NE,60509,7,1993-07-14,SW CRNR 6TH & DEPOT AVE,AYR,ADAMS,DIESEL,778,NDOR - AYR
010400-99-0003,5,GRANT PUBLIC SCHOOL,700 SHERMAN,GRANT,NE,69140,14,1992-08-26,700 SHERMAN,GRANT,PERKINS,HEATING OIL,8903,GRANT PUBLIC SCHOOL
010400-99-0004,5,KEARNEY CO COMMUNITY HOSP,727 E FIRST ST,MINDEN,NE,68959,7,1991-05-07,727 E FIRST ST,MINDEN,KEARNEY,GASOLINE DIESEL,1896,KEARNEY CO COMM HOSPITAL
010400-99-0005,5,NE DEPT OF ROADS,5001 SOUTH 14TH ST,LINCOLN,NE,68509,7,1990-05-16,SOUTH ON HIGHWAY 71,KIMBALL,KIMBALL,DIESEL,788,NE DEPT OF ROADS
010408-JB-0920,5,UPRR,4601 W FRONT STREET,NORTH PLATTE,NE,69101,2,2008-01-03,UPRR MILE POST 256.75,BRADY,LINCOLN,LUBE OIL,NONE,UPRR TRKS:  MP 256.75
010408-QK-1555,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2008-01-04,BAILEY: DIESEL SHOP W TRK #4,NORTH PLATTE,LINCOLN,DIESEL FUEL,NONE,"BAILEY: DSL SHP, W TRCK 4"
010411-JB-1308,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2011-01-04,BAILEY W RUNTHRU FUEL TRK 601,NORTH PLATTE,LINCOLN,DIESEL FUEL,NONE,BAILEY W RUNTHRU FUELING
010411-KM-0940,5,SEWARD MOTOR FREIGHT,PO BOX 126,SEWARD,NE,68434,9,2010-01-03,1827 INDUSTRIAL DR,DAVID CITY,BUTLER,WASTE OIL,NONE,TIMPTE INC
010414-NH-0755,5,KWIK SHOP,PO BOX 1927,HUTCHINSON,KS,67504,7,2014-01-04,2940 N 14TH ST,LINCOLN,LANCASTER,GASOLINE,642,KWIK SHOP 0634
01049-BHI-1400,5,UNITED COOP INC,PO BOX 127,HAMPTON,NE,68843,6,1989-01-04,WEST EDGE HWY 34,HAMPTON,HAMILTON,GASOLINE,,UNITED COOP INC.
010491-DB-1345,5,BURLINGTON NORTHERN RR,500 W KANSAS ST,ALLIANCE,NE,69301,2,1990-12-28,BNRR SOUTH YARD,ALLIANCE,BOX BUTTE,DIESEL FUEL,,
010491-99-0000,5,TOM MENDICINO,7702 N 34TH ST,OMAHA,NE,,7,1990-11-21,8510 N 30TH ST,OMAHA,DOUGLAS,GASOLINE,3260,TOM MENDICINO
010491-99-0001,5,HORWATH LAUNDRY MACHINE,1002 S. 13TH ST.,OMAHA,NE,68108,7,1990-12-13,1021 S 14TH ST,OMAHA,DOUGLAS,DIESEL,6498,HORWATH LAUNDRY MACHINE
010493-KM-1210,5,UNION PACIFIC RAILROAD,PO BOX 909,NORTH PLATTE,NE,69103,2,1993-01-03,BAILEY YARD TRACK 12,NORTH PLATTE,LINCOLN,MTBE,,
010493-TH-1141,5,CASEY'S GENERAL STORES,P.O. BOX 3001,ANKENY,IA,50021,7,1992-12-02,1600 E. COURT STREET,BEATRICE,GAGE,GASOLINE,6474,CASEYS GENERAL STORE
010494-JB-0830,5,BNRR,201 NORTH 7TH,LINCOLN,NE,68508,2,1994-01-04,"MM 225, HALSEY",HALSEY,THOMAS,DIESEL,,
010494-JB-1345,5,BNRR,201 NO. 7TH,LINCOLN,NE,68508,2,1994-01-04,GRAIN ELEVATOR,LORENZO,CHEYENNE,DIESEL,,
010494-KM-1230,5,MIDLAND COOP,BOX 98,FUNK,NE,68940,6,1994-01-04,WEST EDGE OF TOWN,FUNK,PHELPS,DIESEL,,
010496-99-0000,5,CASH-WA DISTRIBUTING,PO BOX 309,KEARNEY,NE,68847,7,1995-11-14,119 W 19TH ST,KEARNEY,BUFFALO,DIESEL,1763,CASH-WA DISTRIBUTING
010496-99-0001,5,US DEPARTMENT OF LABOR,15710 HWY 385,CHADRON,NE,69337,7,1995-08-28,15710 HWY 385,CHADRON,DAWES,GASOLINE,64,PINE RIDGE JOB CORPS
010496-99-0002,5,FRIESEN CONSTRUCTION CO,1401 OAK ST,HENDERSON,NE,68371,7,1994-10-15,1401 OAK ST,HENDERSON,YORK,GAS,3819,FRIESEEN CONSTRUCTION CO
010496-99-0003,5,STEFFENSMEIER TRUCKING,PO BOX 242,WEST POINT,NE,68788,7,1995-09-21,RR 3 S HWY 275,WEST POINT,CUMING,DIESEL,1432,STEFFENSMEIER TRUCKING
010496-99-0004,5,KWIK SHOP,PO BOX 1927,HUTCHINSON,KS,67504,13,1995-07-26,1615 N BELL ST,FREMONT,DODGE,GASOLINE,658,KWIK SHOP #654
010496-99-0005,5,FARMERS UNION COOP,1210 E 25TH ST,KEARNEY,NE,68847,7,1995-10-10,26TH & J ST,KEARNEY,BUFFALO,DIESEL,3950,26TH & AVE J KEYTROL
010496-99-0006,5,LINCOLN PUBLIC SCHOOLS,5901 O STREET,LINCOLN,NE,68510,14,1995-05-15,2930 S 37TH ST,LINCOLN,LANCASTER,HEATING OIL #2,8621,SOUTHEAST HIGH SCHOOL
010497-ML-0824,5,"VOYAGER EXPRESS, INC.",11930 W 44TH AVE,WHEATRIDGE,CO,80033,1,1997-01-04,I-80 MM 118 WESTBOUND,BRULE,KEITH,DIESEL,,"VOYAGER EXPRESS, INC."
010497-ML-2305,5,PETER KIEWIT & SONS,1000 KIEWIT PLAZA,OMAHA,NE,68110,11,1997-01-04,ASH GROVE (HWY 6 & 134TH STR),LOUISVILLE,CASS,TIRE (FIRE),,PETER KIEWIT & SONS
010499-KM-1611,5,"IOWA TANK LINES, INC.",4475 NE THIRD,DES MOINES,IA,50313,1,1999-01-04,4625 N 90TH ST,OMAHA,DOUGLAS,GASOLINE,,
01050-DBH-1615,5,TROTTER GRAIN & FERTILIZE,RT 1 BOX 254,ORD,NE,68862,6,1990-01-05,N FROM TROTTER STORAGE FACILIT,ORD,VALLEY,LIQUID FERTILIZER,,
010502-KM-1556,5,BNSF,80 44TH AVENUE NE,MINNEAPOLIS,MN,55421,2,2002-01-05,ALONG RAIL,FAIRMONT & CRETE,FILLMORE & SALINE,SOYBEAN OIL,NONE,BNSFRAIL-FAIRMONT & CRETE
010506-SG-1515,5,NEBR NORTHEASTERN RAILWY,105 S STATE ST,OSMOND,NE,68765,9,2006-01-05,105 S STATE ST,OSMOND,PIERCE,"DIESEL, WASTE OIL",NONE,NEBR NORTHEASTERN RAILWAY
010506-SG-1530,5,NEBRASKA NE RAILWAY CO,105 S STATE ST,OSMOND,NE,68764,6,2006-01-05,,OSMOND,PIERCE,DIESEL,NONE,NEBRASKA NE RAILWAY CO
010506-TH-0800,6,FORMER SKELLY GAS STATION,,,,,7,2005-11-15,HWY 77 & BECK ST,WINNEBAGO,THURSTON,,,SKELLY STATION
010507-JB-1900,5,UPRR,4601 W FRONT STREET,NORTH PLATTE,NE,69101,9,2007-01-05,WEST SIDE DIESEL SHOP,NORTH PLATTE,LINCOLN,BATTERY ACID (SULFURIC ACID),,UPRR
010508-ML-1612,5,NUCOR STEEL,BOX 309,NORFOLK,NE,68701,1,2008-01-05,2911 E NUCOR RD,NORFOLK,MADISON,HYDRAULIC OIL,,NUCOR STEEL
010509-KM-1650,5,SWIFT TRANSPORTATION,PO BOX 29243,PHOENIX,AZ,85038,1,2009-01-05,I-80 WB MM 419.6,GREENWOOD,CASS,DIESEL FUEL,NONE,TRCK ACCDT: I-80 MM 419.6
010509-ML-0910,5,GI TRUCK SERVICE,PO BOX 2122,GRAND ISLAND,NE,68802,1,2009-01-05,432 S STUHR RD,GRAND ISLAND,HALL,DIESEL FUEL,NONE,GI TRUCK SERVICE
01051-G-1435,5,RISS INTERNATIONAL TRUCKI,,,,,1,1981-05-01,I-80,GRAND ISLAND,HALL,AMERSTAT 274,,
